census_id,name,address,city,county,cad_account,units,sponsor,species,tier,traveling,current_status,appraised_value,tax_at_stake,tax_basis,kill_regime,kill_date,exemption_status,litigation,confidence,gaps_n
TX-37-680,HOLBROOK,9760 SCYENE RD,Dallas,Dallas,00675500020010000,232,Pecos Housing Finance Corporation,HFC,1,yes,unknown,26295380.0,604794,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-43-613,TIDES OF LAWLER EAST,13030 AUDELIA RD,Dallas,Dallas,008432000C0010000,220,Pecos Housing Finance Corporation,HFC,1,yes,unknown,27000000.0,621000,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,4
TX-43-1625,WYTHE APTS (2018 RENO),1814 ESTRADA PKWY,Irving,Dallas,325355400A0010000,248,Pecos Housing Finance Corporation,HFC,1,yes,unknown,29850000.0,686550,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-37-1153309,,,Rowlett,Dallas,,,Pecos Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,seed,1
TX-43-1153801,JEFFERSON VINE,1225 IH 20,Grand Prairie,Dallas,28103730010020000,380,Pecos Housing Finance Corporation,HFC,1,yes,billed_now,76000000.0,1715138,precise (per-account rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-43-1479,JEFFERSON PROMENADE II,515 PROMENADE PKWY,Irving,Dallas,322422200A0020000,433,Pecos Housing Finance Corporation,HFC,1,yes,billed_now,101520700.0,2882254,precise (per-account rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-43-1324461,MARIPOSA VILLA APTS HOMES,1531 DUNCANVILLE RD,Dallas,Dallas,00767100130010000,216,Pecos Housing Finance Corporation,HFC,1,yes,unknown,39000000.0,897000,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-37-1092,THE ABBOTT,4599 W DAVIS ST,Dallas,Dallas,007209000A0040000,332,Pecos Housing Finance Corporation,HFC,1,yes,billed_now,53500000.0,1191290,precise (per-account rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-37-1094,THE EVERLY,9350 SKILLMAN ST,Dallas,Dallas,0080700A000010100,420,Pecos Housing Finance Corporation,HFC,1,yes,billed_now,51234870.0,1197912,precise (per-account rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-37-4261,BARRETT APARTMENT HOMES,238 E OATES RD,Garland,Dallas,26381700010010000,200,Pecos Housing Finance Corporation,HFC,1,yes,unknown,28500000.0,655500,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-43-1043,ARBORSTONE II   CORAL CREEK APTS,6500 S COCKRELL HILL RD,Dallas,Dallas,006938000A01A0000,536,Pecos Housing Finance Corporation,HFC,1,yes,billed_now,75000000.0,1670032,precise (per-account rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-43-1071,KADE,3301 HUDNALL ST,Dallas,Dallas,005703004A0010000,348,Pecos Housing Finance Corporation,HFC,1,yes,billed_now,64000000.0,1425094,precise (per-account rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-43-3479,THE ABIGAIL,821 S POLK ST,Desoto,Dallas,200547500A0020000,198,Pecos Housing Finance Corporation,HFC,1,yes,unknown,38000000.0,874000,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-37-1112,THE EVERLY,9340 SKILLMAN ST,Dallas,Dallas,0080700A000010000,354,Pecos Housing Finance Corporation,HFC,1,yes,unknown,43439470.0,999108,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-37-881,,,Dallas,Dallas,,,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,,,,HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,seed,1
TX-43-1225449,SPRINGS AT GRAND PRAIRIE,2136 SARA JANE PKY,Grand Prairie,Dallas,220334900A0010000,276,Pleasanton Housing Finance Corporation,HFC,1,yes,billed_now,54898400.0,1238925,precise (per-account rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-37-1385,EQUINOX ON THE PARK,6200 N SHILOH RD,Garland,Dallas,26174700010010000,338,Pleasanton Housing Finance Corporation,HFC,1,yes,billed_now,64000000.0,1532621,precise (per-account rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-43-1468,BELMONT,1920 W TARRANT RD,Grand Prairie,Dallas,282175200A0010000,260,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,44720000.0,1028560,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-37-750,RIVIERIA,11700 AUDELIA RD,Dallas,Dallas,00000787230000000,247,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,20750000.0,477250,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-37-1104,MARQUIS AT PARK CENTRAL,7900 CHURCHILL WAY,Dallas,Dallas,007731000A0020000,308,Pleasanton Housing Finance Corporation,HFC,1,yes,billed_now,76010140.0,1777178,precise (per-account rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-37-1153,WINDHDAM CREST,9600 LBJ FWY,Dallas,Dallas,008097000A01B0000,196,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,25082420.0,576896,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-43-3712,FOREST HILLS APTS,9659 FOREST LN,Dallas,Dallas,008421000702A0000,216,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,21500000.0,494500,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-37-1358481,PRESIDIUM VALLEY VIEW,4040 VALLEY VIEW LN,Farmers Branch,Dallas,241475800A0010000,338,Pleasanton Housing Finance Corporation,HFC,1,yes,unknown,43500000.0,1000500,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,15-25-00110/-00111-CV (appeals abandoned; TIs stand); Hays Co. 25-1185-DCB TRO; AG RQ-0566-KP pending,single-source,3
TX-43-518,BELLA VIDA,7651 C F HAWN FWY,Dallas,Dallas,00000557891000000,256,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,26400000.0,,,HB2071 grandfather (Ch.303 PFC -- HB21's 1/1/2027 cliff is HFC-only and does not reach PFCs),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3
TX-43-554,HIGHLAND ROAD VILLAGE,4355 WYOMING ST,Dallas,Dallas,00000660886500000,172,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,21451950.0,,,HB2071 grandfather (Ch.303 PFC -- HB21's 1/1/2027 cliff is HFC-only and does not reach PFCs),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3
TX-43-616,WESTERN PARK,2704 S COCKRELL HILL RD,Dallas,Dallas,00000660886000000,160,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,19121620.0,,,HB2071 grandfather (Ch.303 PFC -- HB21's 1/1/2027 cliff is HFC-only and does not reach PFCs),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,3
TX-43-1018,THE MUSE,3035 W PENTAGON PKWY,Dallas,Dallas,00000513763000000,804,Texas Essential Housing Public Facility Corporation,PFC,2,yes,unknown,78801260.0,,,HB2071 grandfather (Ch.303 PFC -- HB21's 1/1/2027 cliff is HFC-only and does not reach PFCs),,,TEHPFC v. Williamson CAD 24-0022-C395 & 24-1698-C395; AG KP-0437; SB 2434 (dissolution) died 88R,single-source,4
TX-NEW-DALLAS-1,ESTRELLA  AT KIEST (ALL BILLS),4542 W KIEST BLVD,Dallas,Dallas,00000657048000100,232,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,20533930.0,472280,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-2,SPHINX AT FIJI LOFTS,229 AVE A,Dallas,Dallas,00000335533000000,32,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,6755030.0,155366,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-3,SPHINX AT FIJI LOFTS,215 S CORINTH ST RD,Dallas,Dallas,00000335536000000,32,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,6741050.0,155044,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-4,SPHINX AT FIJI LOFTS,331 AVE A,Dallas,Dallas,00000335560000000,30,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,6736940.0,154950,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-5,SPHINX AT FIJI LOFTS,1581 AVE B,Dallas,Dallas,00000335548000000,30,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,6726590.0,154712,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-6,LAKE JUNE VILLAGE,1220 N MASTERS DR,Dallas,Dallas,00000624321000000,100,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,3585000.0,82455,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-7,SPHINX AT FUJI LOFTS,303 AVE A,Dallas,Dallas,00000335581000000,312,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,3388990.0,77947,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-8,SPHINX AT FIJI LOFTS,201 S CORINTH ST RD,Dallas,Dallas,00000335539000000,16,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,3385300.0,77862,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-9,SPHINX AT FIJI LOFTS,307 AVE A,Dallas,Dallas,00000335578000000,16,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,3378330.0,77702,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-10,SPHINX AT FIJI LOFTS,327 AVE A,Dallas,Dallas,00000335563000000,16,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,3372160.0,77560,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-11,SPHINX AT FIJI LOFTS,323 AVE A,Dallas,Dallas,00000335566000000,16,Cameron County Housing Finance Corporation,HFC,1,yes,unknown,3371880.0,77553,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Williamson County v. Cameron County HFC (TRO); Bexar AD suit (27 complexes/$26M); TWHC HB21 constitutional challenge (Cameron Co., 9/9/2025)",single-source,3
TX-NEW-DALLAS-12,AVA WEST I,9750 ROYAL LN,Dallas,Dallas,00000791118050000,272,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,25000000.0,575000,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-13,AVA NORTH,8401 SKILLMAN ST,Dallas,Dallas,00000791118080000,248,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,22000000.0,506000,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-14,AVA WEST II,8201 FAIR OAKS CROSSING,Dallas,Dallas,00000791118060000,200,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,20000000.0,460000,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-15,AVA APARTMENTS,8303 SKILLMAN ST,Dallas,Dallas,008107000C0010000,160,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,18000000.0,414000,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-16,LANDMARK AT LAKE VILLAGE EAST - 57 UNITS,1325 E IH 30,Garland,Dallas,26595600010010000,57,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,7302600.0,167960,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-17,LANDMARK AT LAKE VILLAGE EAST - 54 UNITS,4350 POINT BLVD,Garland,Dallas,26178690010030100,54,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,6604800.0,151910,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-18,LANDMARK AT LAKE VILLAGE EAST - 28 UNITS,5513 LAKE HUBBARD PKWY,Garland,Dallas,26178580030010100,28,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,3776670.0,86863,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-19,LANDMARK AT LAKE VILLAGE EAST - 28 UNITS,6125 MARVIN LOVING DR,Garland,Dallas,26178650020010000,28,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,3744420.0,86122,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-20,LANDMARK AT LAKE VILLAGE EAST - 28 UNITS,5829 MARVIN LOVING DR,Garland,Dallas,26178710030030200,28,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,3744420.0,86122,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-21,TIDES AT LAKE VILLAGE - 32 UNITS,4266 BASS PRO DR,Garland,Dallas,26178300010030800,32,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,3693300.0,84946,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-22,LANDMARK AT LAKE VILLAGE EAST - 20 UNITS,6133 MARVIN LOVING DR,Garland,Dallas,26178650010010100,20,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,2577220.0,59276,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-23,LANDMARK AT LAKE VILLAGE EAST - 14 UNITS,6034 MARVIN LOVING DR,Garland,Dallas,26178630020020200,14,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,1841150.0,42346,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-24,DEVON ON NORTHGATE PH 2,3800 ESTERS RD,Irving,Dallas,321100000A0010100,188,Edcouch Community Housing Finance Corporation,HFC,1,yes,unknown,28116070.0,646670,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-25,THE LOFT APARTMENT OF ADDISON,4800 KELLER SPRINGS RD,Addison,Dallas,104500000A0010000,353,Garland Housing Finance Corporation,HFC,1,yes,billed_now,75044080.0,1602949,precise (per-account rate),HB21 §13(i),2027-01-01,,Collin CAD v. GHFC 05-19-01417-CV (GHFC won pre-HB21; now overridden by §13(i)),single-source,3
TX-NEW-DALLAS-26,GREENTREE APARTMENTS PHASE II,1115 MAC ARTHUR DR,Carrollton,Dallas,14041070000010000,128,Garland Housing Finance Corporation,HFC,1,yes,unknown,18060480.0,415391,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Collin CAD v. GHFC 05-19-01417-CV (GHFC won pre-HB21; now overridden by §13(i)),single-source,3
TX-NEW-DALLAS-27,COURTNEY PLACE (ECU),3211 CHAPEL CREEK DR,Dallas,Dallas,00000595741000000,115,La Villa Housing Finance Corporation,HFC,1,yes,unknown,17136470.0,394139,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort (13 props/$3.2M); Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-28,COURTNEY PLACE (ECU),3232 CHAPEL CREEK DR,Dallas,Dallas,00000595735000000,106,La Villa Housing Finance Corporation,HFC,1,yes,unknown,17063360.0,392457,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort (13 props/$3.2M); Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-29,SPANISH PUEBLO APARTMENTS,9701 DALE CREST DR,Dallas,Dallas,00000595781000000,96,La Villa Housing Finance Corporation,HFC,1,yes,unknown,15070980.0,346633,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort (13 props/$3.2M); Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-30,CHASE PLACE,9825 WEBBS CHAPEL RD,Dallas,Dallas,00000595738000000,81,La Villa Housing Finance Corporation,HFC,1,yes,unknown,14842150.0,341369,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort (13 props/$3.2M); Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-31,MESA RIDGE VILLAGE EAST ((ECU 49% VACANT)),3504 FAWN VALLEY DR,Dallas,Dallas,00000474083000000,140,La Villa Housing Finance Corporation,HFC,1,yes,unknown,13566350.0,312026,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort (13 props/$3.2M); Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-32,FAWN RIDGE VILLAGE EAST (ECU 49% VACANT),630 BOW ARROW DR,Dallas,Dallas,00000474154000000,48,La Villa Housing Finance Corporation,HFC,1,yes,unknown,4736270.0,108934,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort (13 props/$3.2M); Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-33,FAWN RIDGE VILLAGE EAST (ECU 49% VACANT),718 BOW ARROW DR,Dallas,Dallas,00000474151000000,32,La Villa Housing Finance Corporation,HFC,1,yes,unknown,3157520.0,72623,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Fort Worth temporary-order effort (13 props/$3.2M); Bexar AD suit; TWHC coalition,single-source,3
TX-NEW-DALLAS-34,DELAFIELD VILLAS-TXA20050340,8200 HOYLE AVE,Dallas,Dallas,006209000A0010000,204,Maverick County Housing Finance Corporation,HFC,1,yes,unknown,21218660.0,488029,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,"Missouri City v. Maverick County HFC (Fort Bend 268th, TRO); Fort Worth effort; Bexar AD suit; TWHC coalition",single-source,3
TX-NEW-DALLAS-35,ESTARA,11200 WOODMEADOW PKWY,Dallas,Dallas,00000815847050000,116,Pecos Housing Finance Corporation,HFC,1,yes,unknown,17073560.0,392692,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-NEW-DALLAS-36,WYNDHAM ON THE CREEK,9633 FERRIS BRANCH BLVD,Dallas,Dallas,00815000140010000,151,Pecos Housing Finance Corporation,HFC,1,yes,unknown,15600000.0,358800,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-NEW-DALLAS-37,ADIRA APARTMENTS,1301 W WHEATLAND RD,Dallas,Dallas,00000750862900000,164,Pecos Housing Finance Corporation,HFC,1,yes,unknown,14500000.0,333500,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-NEW-DALLAS-38,TIDES ON MCCALLUM NORTH,7760 MCCALLUM BLVD,Dallas,Dallas,008199002212A0100,68,Pecos Housing Finance Corporation,HFC,1,yes,unknown,7685200.0,176760,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-NEW-DALLAS-39,VISTA RIDGE ORIGINALLY RIDGLEA HILLS,523 N ALEXANDER AVE,Duncanville,Dallas,22059500010010000,158,Pecos Housing Finance Corporation,HFC,1,yes,unknown,14500000.0,333500,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-NEW-DALLAS-40,THE ABRAM,608 ROWLETT RD,Garland,Dallas,26511800010010000,144,Pecos Housing Finance Corporation,HFC,1,yes,unknown,25500000.0,586500,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-NEW-DALLAS-41,REPUBLIC WEST APARTMENTS (114 UNITS),3501 EASTON MEADOWS DR,Garland,Dallas,26178420010010300,114,Pecos Housing Finance Corporation,HFC,1,yes,unknown,14160290.0,325687,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-NEW-DALLAS-42,LAKEWAY PLACE,613 E IH 30,Garland,Dallas,26178410010010000,148,Pecos Housing Finance Corporation,HFC,1,yes,unknown,13565710.0,312011,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-NEW-DALLAS-43,REPUBLIC WEST APARTMENTS (32 UNITS),269 E IH 30,Garland,Dallas,26178370010010800,32,Pecos Housing Finance Corporation,HFC,1,yes,unknown,3976950.0,91470,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
TX-NEW-DALLAS-44,REPUBLIC WEST APARTMENTS (30 UNITS),3601 EASTON MEADOWS DR,Garland,Dallas,26178420010011400,30,Pecos Housing Finance Corporation,HFC,1,yes,unknown,3818300.0,87821,estimated (2.3% representative rate),HB21 §13(i),2027-01-01,,Haltom City v. Pecos HFC (injunction 6/3/2025); Arlington 15-25-00111-CV; Hays Co. (~$230M); Tarrant ARB $974M/28 sites; TWHC HB21 challenge,single-source,3
